target,source,dataset,model,method,seed,ap,precision_at_5,recall_at_5
loso_top5,real,bank_marketing,mlp,kshap,4,0.9666666666666667,0.8,0.8
loso_top5,random,bank_marketing,mlp,kshap,4,0.2232967032967033,0.0,0.0
loso_top5,permuted,bank_marketing,mlp,kshap,4,0.4326495726495727,0.2,0.2
loso_top5,constant,bank_marketing,mlp,kshap,4,0.3125,0.2,0.2
loso_top5,oracle,bank_marketing,mlp,kshap,4,1.0,1.0,1.0
positional,real,ccdefault,logreg,linshap,0,0.3048841354723708,0.2,0.2
positional,random,ccdefault,logreg,linshap,0,0.28020050125313284,0.2,0.2
positional,permuted,ccdefault,logreg,linshap,0,0.20402427637721754,0.2,0.2
positional,constant,ccdefault,logreg,linshap,0,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,linshap,0,1.0,1.0,1.0
random,real,ccdefault,logreg,linshap,0,0.39296544035674474,0.2,0.2
random,random,ccdefault,logreg,linshap,0,0.22802371541501976,0.2,0.2
random,permuted,ccdefault,logreg,linshap,0,0.21599574338704777,0.2,0.2
random,constant,ccdefault,logreg,linshap,0,0.21739130434782608,0.0,0.0
random,oracle,ccdefault,logreg,linshap,0,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,linshap,0,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,linshap,0,0.1571212121212121,0.0,0.0
self_top5,permuted,ccdefault,logreg,linshap,0,0.1977829188355504,0.0,0.0
self_top5,constant,ccdefault,logreg,linshap,0,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,linshap,0,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,linshap,0,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,linshap,0,0.1571212121212121,0.0,0.0
loso_top5,permuted,ccdefault,logreg,linshap,0,0.1977829188355504,0.0,0.0
loso_top5,constant,ccdefault,logreg,linshap,0,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,linshap,0,1.0,1.0,1.0
positional,real,ccdefault,logreg,linshap,1,0.3048841354723708,0.2,0.2
positional,random,ccdefault,logreg,linshap,1,0.27956349206349207,0.2,0.2
positional,permuted,ccdefault,logreg,linshap,1,0.2809035409035409,0.2,0.2
positional,constant,ccdefault,logreg,linshap,1,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,linshap,1,1.0,1.0,1.0
random,real,ccdefault,logreg,linshap,1,0.39296544035674474,0.2,0.2
random,random,ccdefault,logreg,linshap,1,0.4378354978354978,0.2,0.2
random,permuted,ccdefault,logreg,linshap,1,0.25681159420289856,0.2,0.2
random,constant,ccdefault,logreg,linshap,1,0.21739130434782608,0.0,0.0
random,oracle,ccdefault,logreg,linshap,1,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,linshap,1,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,linshap,1,0.2870588235294118,0.2,0.2
self_top5,permuted,ccdefault,logreg,linshap,1,0.2793073593073593,0.2,0.2
self_top5,constant,ccdefault,logreg,linshap,1,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,linshap,1,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,linshap,1,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,linshap,1,0.2870588235294118,0.2,0.2
loso_top5,permuted,ccdefault,logreg,linshap,1,0.2793073593073593,0.2,0.2
loso_top5,constant,ccdefault,logreg,linshap,1,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,linshap,1,1.0,1.0,1.0
positional,real,ccdefault,logreg,linshap,2,0.3048841354723708,0.2,0.2
positional,random,ccdefault,logreg,linshap,2,0.37809523809523815,0.4,0.4
positional,permuted,ccdefault,logreg,linshap,2,0.18097080937638213,0.0,0.0
positional,constant,ccdefault,logreg,linshap,2,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,linshap,2,1.0,1.0,1.0
random,real,ccdefault,logreg,linshap,2,0.39296544035674474,0.2,0.2
random,random,ccdefault,logreg,linshap,2,0.36666666666666664,0.2,0.2
random,permuted,ccdefault,logreg,linshap,2,0.32599574338704773,0.4,0.4
random,constant,ccdefault,logreg,linshap,2,0.21739130434782608,0.0,0.0
random,oracle,ccdefault,logreg,linshap,2,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,linshap,2,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,linshap,2,0.5105555555555557,0.4,0.4
self_top5,permuted,ccdefault,logreg,linshap,2,0.3697578636197562,0.2,0.2
self_top5,constant,ccdefault,logreg,linshap,2,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,linshap,2,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,linshap,2,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,linshap,2,0.5105555555555557,0.4,0.4
loso_top5,permuted,ccdefault,logreg,linshap,2,0.3697578636197562,0.2,0.2
loso_top5,constant,ccdefault,logreg,linshap,2,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,linshap,2,1.0,1.0,1.0
positional,real,ccdefault,logreg,linshap,3,0.3048841354723708,0.2,0.2
positional,random,ccdefault,logreg,linshap,3,0.2072362278244631,0.0,0.0
positional,permuted,ccdefault,logreg,linshap,3,0.4083116883116883,0.4,0.4
positional,constant,ccdefault,logreg,linshap,3,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,linshap,3,1.0,1.0,1.0
random,real,ccdefault,logreg,linshap,3,0.39296544035674474,0.2,0.2
random,random,ccdefault,logreg,linshap,3,0.2410540184453228,0.2,0.2
random,permuted,ccdefault,logreg,linshap,3,0.39222222222222225,0.4,0.4
random,constant,ccdefault,logreg,linshap,3,0.21739130434782608,0.0,0.0
random,oracle,ccdefault,logreg,linshap,3,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,linshap,3,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,linshap,3,0.1860606784519828,0.0,0.0
self_top5,permuted,ccdefault,logreg,linshap,3,0.16586466165413535,0.0,0.0
self_top5,constant,ccdefault,logreg,linshap,3,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,linshap,3,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,linshap,3,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,linshap,3,0.1860606784519828,0.0,0.0
loso_top5,permuted,ccdefault,logreg,linshap,3,0.16586466165413535,0.0,0.0
loso_top5,constant,ccdefault,logreg,linshap,3,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,linshap,3,1.0,1.0,1.0
positional,real,ccdefault,logreg,linshap,4,0.3048841354723708,0.2,0.2
positional,random,ccdefault,logreg,linshap,4,0.21365079365079365,0.0,0.0
positional,permuted,ccdefault,logreg,linshap,4,0.2612987012987013,0.0,0.0
positional,constant,ccdefault,logreg,linshap,4,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,linshap,4,1.0,1.0,1.0
random,real,ccdefault,logreg,linshap,4,0.39296544035674474,0.2,0.2
random,random,ccdefault,logreg,linshap,4,0.187853926259499,0.2,0.2
random,permuted,ccdefault,logreg,linshap,4,0.5454545454545454,0.4,0.4
random,constant,ccdefault,logreg,linshap,4,0.21739130434782608,0.0,0.0
random,oracle,ccdefault,logreg,linshap,4,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,linshap,4,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,linshap,4,0.1939450899977216,0.0,0.0
self_top5,permuted,ccdefault,logreg,linshap,4,0.40454545454545454,0.2,0.2
self_top5,constant,ccdefault,logreg,linshap,4,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,linshap,4,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,linshap,4,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,linshap,4,0.1939450899977216,0.0,0.0
loso_top5,permuted,ccdefault,logreg,linshap,4,0.40454545454545454,0.2,0.2
loso_top5,constant,ccdefault,logreg,linshap,4,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,linshap,4,1.0,1.0,1.0
positional,real,ccdefault,logreg,lime,0,0.2551665725578769,0.2,0.2
positional,random,ccdefault,logreg,lime,0,0.26263157894736844,0.2,0.2
positional,permuted,ccdefault,logreg,lime,0,0.18069094304388422,0.0,0.0
positional,constant,ccdefault,logreg,lime,0,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,lime,0,1.0,1.0,1.0
random,real,ccdefault,logreg,lime,0,0.20037051184110008,0.0,0.0
random,random,ccdefault,logreg,lime,0,0.19178571428571428,0.0,0.0
random,permuted,ccdefault,logreg,lime,0,0.22347826086956524,0.2,0.2
random,constant,ccdefault,logreg,lime,0,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,logreg,lime,0,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,lime,0,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,lime,0,0.2808855472013367,0.2,0.2
self_top5,permuted,ccdefault,logreg,lime,0,0.4164502164502164,0.2,0.2
self_top5,constant,ccdefault,logreg,lime,0,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,lime,0,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,lime,0,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,lime,0,0.2808855472013367,0.2,0.2
loso_top5,permuted,ccdefault,logreg,lime,0,0.4164502164502164,0.2,0.2
loso_top5,constant,ccdefault,logreg,lime,0,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,lime,0,1.0,1.0,1.0
positional,real,ccdefault,logreg,lime,1,0.26724386724386723,0.2,0.2
positional,random,ccdefault,logreg,lime,1,0.19093022411100213,0.0,0.0
positional,permuted,ccdefault,logreg,lime,1,0.24444444444444444,0.2,0.2
positional,constant,ccdefault,logreg,lime,1,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,lime,1,1.0,1.0,1.0
random,real,ccdefault,logreg,lime,1,0.21371420976684136,0.0,0.0
random,random,ccdefault,logreg,lime,1,0.1551665725578769,0.0,0.0
random,permuted,ccdefault,logreg,lime,1,0.3116883116883117,0.2,0.2
random,constant,ccdefault,logreg,lime,1,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,logreg,lime,1,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,lime,1,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,lime,1,0.4768253968253968,0.4,0.4
self_top5,permuted,ccdefault,logreg,lime,1,0.19932907672038108,0.0,0.0
self_top5,constant,ccdefault,logreg,lime,1,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,lime,1,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,lime,1,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,lime,1,0.4768253968253968,0.4,0.4
loso_top5,permuted,ccdefault,logreg,lime,1,0.19932907672038108,0.0,0.0
loso_top5,constant,ccdefault,logreg,lime,1,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,lime,1,1.0,1.0,1.0
positional,real,ccdefault,logreg,lime,2,0.28830613830613827,0.2,0.2
positional,random,ccdefault,logreg,lime,2,0.3390659340659341,0.2,0.2
positional,permuted,ccdefault,logreg,lime,2,0.22699938949938947,0.2,0.2
positional,constant,ccdefault,logreg,lime,2,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,lime,2,1.0,1.0,1.0
random,real,ccdefault,logreg,lime,2,0.20507070351463946,0.0,0.0
random,random,ccdefault,logreg,lime,2,0.2714285714285714,0.2,0.2
random,permuted,ccdefault,logreg,lime,2,0.39660894660894663,0.2,0.2
random,constant,ccdefault,logreg,lime,2,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,logreg,lime,2,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,lime,2,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,lime,2,0.19988348962773517,0.2,0.2
self_top5,permuted,ccdefault,logreg,lime,2,0.379047619047619,0.4,0.4
self_top5,constant,ccdefault,logreg,lime,2,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,lime,2,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,lime,2,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,lime,2,0.19988348962773517,0.2,0.2
loso_top5,permuted,ccdefault,logreg,lime,2,0.379047619047619,0.4,0.4
loso_top5,constant,ccdefault,logreg,lime,2,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,lime,2,1.0,1.0,1.0
positional,real,ccdefault,logreg,lime,3,0.23875124875124878,0.2,0.2
positional,random,ccdefault,logreg,lime,3,0.32728778467908903,0.2,0.2
positional,permuted,ccdefault,logreg,lime,3,0.17187229437229437,0.0,0.0
positional,constant,ccdefault,logreg,lime,3,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,lime,3,1.0,1.0,1.0
random,real,ccdefault,logreg,lime,3,0.2104715219421102,0.0,0.0
random,random,ccdefault,logreg,lime,3,0.5764411027568923,0.4,0.4
random,permuted,ccdefault,logreg,lime,3,0.4703787878787879,0.4,0.4
random,constant,ccdefault,logreg,lime,3,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,logreg,lime,3,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,lime,3,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,lime,3,0.21812111801242237,0.2,0.2
self_top5,permuted,ccdefault,logreg,lime,3,0.27418300653594774,0.2,0.2
self_top5,constant,ccdefault,logreg,lime,3,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,logreg,lime,3,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,lime,3,1.0,1.0,1.0
loso_top5,random,ccdefault,logreg,lime,3,0.21812111801242237,0.2,0.2
loso_top5,permuted,ccdefault,logreg,lime,3,0.27418300653594774,0.2,0.2
loso_top5,constant,ccdefault,logreg,lime,3,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,lime,3,1.0,1.0,1.0
positional,real,ccdefault,logreg,lime,4,0.22497835497835494,0.0,0.0
positional,random,ccdefault,logreg,lime,4,0.2680952380952381,0.2,0.2
positional,permuted,ccdefault,logreg,lime,4,0.36376068376068377,0.4,0.4
positional,constant,ccdefault,logreg,lime,4,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,logreg,lime,4,1.0,1.0,1.0
random,real,ccdefault,logreg,lime,4,0.20697945845004667,0.0,0.0
random,random,ccdefault,logreg,lime,4,0.40596491228070175,0.2,0.2
random,permuted,ccdefault,logreg,lime,4,0.2097222222222222,0.0,0.0
random,constant,ccdefault,logreg,lime,4,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,logreg,lime,4,1.0,1.0,1.0
self_top5,real,ccdefault,logreg,lime,4,1.0,1.0,1.0
self_top5,random,ccdefault,logreg,lime,4,0.20877237851662406,0.2,0.2
self_top5,permuted,ccdefault,logreg,lime,4,0.31606060606060604,0.2,0.2
self_top5,constant,ccdefault,logreg,lime,4,0.21739130434782608,0.0,0.0
self_top5,oracle,ccdefault,logreg,lime,4,1.0,1.0,1.0
loso_top5,real,ccdefault,logreg,lime,4,0.9666666666666666,0.8,0.8
loso_top5,random,ccdefault,logreg,lime,4,0.23347826086956522,0.2,0.2
loso_top5,permuted,ccdefault,logreg,lime,4,0.3977272727272727,0.4,0.4
loso_top5,constant,ccdefault,logreg,lime,4,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,logreg,lime,4,1.0,1.0,1.0
positional,real,ccdefault,rf,treeshap,0,0.19730221469351905,0.2,0.2
positional,random,ccdefault,rf,treeshap,0,0.27083670715249664,0.2,0.2
positional,permuted,ccdefault,rf,treeshap,0,0.4484782608695652,0.4,0.4
positional,constant,ccdefault,rf,treeshap,0,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,rf,treeshap,0,1.0,1.0,1.0
random,real,ccdefault,rf,treeshap,0,0.35619193608324046,0.2,0.2
random,random,ccdefault,rf,treeshap,0,0.3186507936507937,0.2,0.2
random,permuted,ccdefault,rf,treeshap,0,0.39354978354978354,0.2,0.2
random,constant,ccdefault,rf,treeshap,0,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,rf,treeshap,0,1.0,1.0,1.0
self_top5,real,ccdefault,rf,treeshap,0,1.0,1.0,1.0
self_top5,random,ccdefault,rf,treeshap,0,0.28882624621755054,0.2,0.2
self_top5,permuted,ccdefault,rf,treeshap,0,0.20945970695970695,0.0,0.0
self_top5,constant,ccdefault,rf,treeshap,0,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,rf,treeshap,0,1.0,1.0,1.0
loso_top5,real,ccdefault,rf,treeshap,0,1.0,1.0,1.0
loso_top5,random,ccdefault,rf,treeshap,0,0.28882624621755054,0.2,0.2
loso_top5,permuted,ccdefault,rf,treeshap,0,0.20945970695970695,0.0,0.0
loso_top5,constant,ccdefault,rf,treeshap,0,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,rf,treeshap,0,1.0,1.0,1.0
positional,real,ccdefault,rf,treeshap,1,0.19613262405024418,0.2,0.2
positional,random,ccdefault,rf,treeshap,1,0.4254545454545454,0.2,0.2
positional,permuted,ccdefault,rf,treeshap,1,0.4255555555555556,0.2,0.2
positional,constant,ccdefault,rf,treeshap,1,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,rf,treeshap,1,1.0,1.0,1.0
random,real,ccdefault,rf,treeshap,1,0.3516468724437496,0.2,0.2
random,random,ccdefault,rf,treeshap,1,0.22493761140819962,0.0,0.0
random,permuted,ccdefault,rf,treeshap,1,0.3523576097105509,0.2,0.2
random,constant,ccdefault,rf,treeshap,1,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,rf,treeshap,1,1.0,1.0,1.0
self_top5,real,ccdefault,rf,treeshap,1,1.0,1.0,1.0
self_top5,random,ccdefault,rf,treeshap,1,0.26825396825396824,0.2,0.2
self_top5,permuted,ccdefault,rf,treeshap,1,0.22871635610766045,0.2,0.2
self_top5,constant,ccdefault,rf,treeshap,1,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,rf,treeshap,1,1.0,1.0,1.0
loso_top5,real,ccdefault,rf,treeshap,1,1.0,1.0,1.0
loso_top5,random,ccdefault,rf,treeshap,1,0.26825396825396824,0.2,0.2
loso_top5,permuted,ccdefault,rf,treeshap,1,0.22871635610766045,0.2,0.2
loso_top5,constant,ccdefault,rf,treeshap,1,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,rf,treeshap,1,1.0,1.0,1.0
positional,real,ccdefault,rf,treeshap,2,0.1794659573835775,0.2,0.2
positional,random,ccdefault,rf,treeshap,2,0.43272727272727274,0.4,0.4
positional,permuted,ccdefault,rf,treeshap,2,0.3465085638998683,0.4,0.4
positional,constant,ccdefault,rf,treeshap,2,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,rf,treeshap,2,1.0,1.0,1.0
random,real,ccdefault,rf,treeshap,2,0.36177400021793615,0.2,0.2
random,random,ccdefault,rf,treeshap,2,0.2831386005299049,0.2,0.2
random,permuted,ccdefault,rf,treeshap,2,0.149754177934956,0.0,0.0
random,constant,ccdefault,rf,treeshap,2,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,rf,treeshap,2,1.0,1.0,1.0
self_top5,real,ccdefault,rf,treeshap,2,1.0,1.0,1.0
self_top5,random,ccdefault,rf,treeshap,2,0.25126984126984125,0.0,0.0
self_top5,permuted,ccdefault,rf,treeshap,2,0.17095238095238097,0.0,0.0
self_top5,constant,ccdefault,rf,treeshap,2,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,rf,treeshap,2,1.0,1.0,1.0
loso_top5,real,ccdefault,rf,treeshap,2,1.0,1.0,1.0
loso_top5,random,ccdefault,rf,treeshap,2,0.25126984126984125,0.0,0.0
loso_top5,permuted,ccdefault,rf,treeshap,2,0.17095238095238097,0.0,0.0
loso_top5,constant,ccdefault,rf,treeshap,2,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,rf,treeshap,2,1.0,1.0,1.0
positional,real,ccdefault,rf,treeshap,3,0.20007999247129682,0.2,0.2
positional,random,ccdefault,rf,treeshap,3,0.3516666666666667,0.4,0.4
positional,permuted,ccdefault,rf,treeshap,3,0.17817523056653492,0.0,0.0
positional,constant,ccdefault,rf,treeshap,3,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,rf,treeshap,3,1.0,1.0,1.0
random,real,ccdefault,rf,treeshap,3,0.36681159420289855,0.2,0.2
random,random,ccdefault,rf,treeshap,3,0.40793650793650793,0.4,0.4
random,permuted,ccdefault,rf,treeshap,3,0.19467532467532467,0.0,0.0
random,constant,ccdefault,rf,treeshap,3,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,rf,treeshap,3,1.0,1.0,1.0
self_top5,real,ccdefault,rf,treeshap,3,1.0,1.0,1.0
self_top5,random,ccdefault,rf,treeshap,3,0.4037426900584795,0.2,0.2
self_top5,permuted,ccdefault,rf,treeshap,3,0.41194083694083694,0.2,0.2
self_top5,constant,ccdefault,rf,treeshap,3,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,rf,treeshap,3,1.0,1.0,1.0
loso_top5,real,ccdefault,rf,treeshap,3,1.0,1.0,1.0
loso_top5,random,ccdefault,rf,treeshap,3,0.4037426900584795,0.2,0.2
loso_top5,permuted,ccdefault,rf,treeshap,3,0.41194083694083694,0.2,0.2
loso_top5,constant,ccdefault,rf,treeshap,3,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,rf,treeshap,3,1.0,1.0,1.0
positional,real,ccdefault,rf,treeshap,4,0.1794659573835775,0.2,0.2
positional,random,ccdefault,rf,treeshap,4,0.7644444444444445,0.6,0.6
positional,permuted,ccdefault,rf,treeshap,4,0.4153174603174603,0.4,0.4
positional,constant,ccdefault,rf,treeshap,4,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,rf,treeshap,4,1.0,1.0,1.0
random,real,ccdefault,rf,treeshap,4,0.35421097500785215,0.2,0.2
random,random,ccdefault,rf,treeshap,4,0.4292233256939139,0.4,0.4
random,permuted,ccdefault,rf,treeshap,4,0.22821733821733822,0.2,0.2
random,constant,ccdefault,rf,treeshap,4,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,rf,treeshap,4,1.0,1.0,1.0
self_top5,real,ccdefault,rf,treeshap,4,1.0,1.0,1.0
self_top5,random,ccdefault,rf,treeshap,4,0.24589796168743536,0.2,0.2
self_top5,permuted,ccdefault,rf,treeshap,4,0.22587656432050024,0.2,0.2
self_top5,constant,ccdefault,rf,treeshap,4,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,rf,treeshap,4,1.0,1.0,1.0
loso_top5,real,ccdefault,rf,treeshap,4,1.0,1.0,1.0
loso_top5,random,ccdefault,rf,treeshap,4,0.24589796168743536,0.2,0.2
loso_top5,permuted,ccdefault,rf,treeshap,4,0.22587656432050024,0.2,0.2
loso_top5,constant,ccdefault,rf,treeshap,4,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,rf,treeshap,4,1.0,1.0,1.0
positional,real,ccdefault,rf,lime,0,0.2003097334905115,0.2,0.2
positional,random,ccdefault,rf,lime,0,0.16358662000269214,0.0,0.0
positional,permuted,ccdefault,rf,lime,0,0.3088235294117647,0.2,0.2
positional,constant,ccdefault,rf,lime,0,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,rf,lime,0,1.0,1.0,1.0
random,real,ccdefault,rf,lime,0,0.45153846153846156,0.4,0.4
random,random,ccdefault,rf,lime,0,0.4266089466089466,0.4,0.4
random,permuted,ccdefault,rf,lime,0,0.3298412698412698,0.2,0.2
random,constant,ccdefault,rf,lime,0,0.21739130434782608,0.0,0.0
random,oracle,ccdefault,rf,lime,0,1.0,1.0,1.0
self_top5,real,ccdefault,rf,lime,0,1.0,1.0,1.0
self_top5,random,ccdefault,rf,lime,0,0.18824016563146997,0.0,0.0
self_top5,permuted,ccdefault,rf,lime,0,0.26926406926406926,0.2,0.2
self_top5,constant,ccdefault,rf,lime,0,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,rf,lime,0,1.0,1.0,1.0
loso_top5,real,ccdefault,rf,lime,0,1.0,1.0,1.0
loso_top5,random,ccdefault,rf,lime,0,0.18824016563146997,0.0,0.0
loso_top5,permuted,ccdefault,rf,lime,0,0.26926406926406926,0.2,0.2
loso_top5,constant,ccdefault,rf,lime,0,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,rf,lime,0,1.0,1.0,1.0
positional,real,ccdefault,rf,lime,1,0.21315244633322433,0.2,0.2
positional,random,ccdefault,rf,lime,1,0.5454545454545454,0.4,0.4
positional,permuted,ccdefault,rf,lime,1,0.2734477124183007,0.2,0.2
positional,constant,ccdefault,rf,lime,1,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,rf,lime,1,1.0,1.0,1.0
random,real,ccdefault,rf,lime,1,0.49333333333333335,0.4,0.4
random,random,ccdefault,rf,lime,1,0.16754430834118544,0.0,0.0
random,permuted,ccdefault,rf,lime,1,0.2503668261562998,0.2,0.2
random,constant,ccdefault,rf,lime,1,0.21739130434782608,0.0,0.0
random,oracle,ccdefault,rf,lime,1,1.0,1.0,1.0
self_top5,real,ccdefault,rf,lime,1,1.0,1.0,1.0
self_top5,random,ccdefault,rf,lime,1,0.18573271413828688,0.0,0.0
self_top5,permuted,ccdefault,rf,lime,1,0.550250626566416,0.6,0.6
self_top5,constant,ccdefault,rf,lime,1,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,rf,lime,1,1.0,1.0,1.0
